company_name,country_code,state_code,region,funding_rounds,women_led
Cartana,USA,OH,OH,1,False
ChefsFeed,USA,CA,CA,7,False
Chelfie,USA,VA,VA,2,False
ChemiSense,USA,CA,CA,3,True
Chynge,SGP,,,1,False
cignal.io Ltd.,ISR,,5,1,False
"City Twig, Inc.",USA,CA,CA,2,False
clickBakers,GBR,,F7,1,True
CLOSETStyles,MYS,,14,1,True
CloudMondo,USA,CA,CA,1,False
Coding Ninjas,UKR,,12,1,False
Complex Rehab Systems,USA,WI,WI,1,False
Composeright,AUS,,4,2,True
ConsultLink,USA,TX,TX,1,True
Contender.com,USA,CA,CA,1,False
Convertist,USA,CA,CA,1,False
Cookoo,GBR,,H9,1,True
Corniche Capital,USA,NY,NY,1,False
Correlor,ISR,,6,1,False
Cotidiano,BRA,,7,1,False
Cricket Flours,USA,OR,OR,1,False
"Crono, Inc.",USA,CO,CO,2,False
Crowdskout,USA,DC,DC,2,True
Cyber Security News,GBR,,H9,1,False
Dash,USA,CA,CA,1,True
Deed,ITA,,12,1,True
Deliver My Ride,USA,MI,MI,1,False
deporPrivé,MEX,,9,1,False
DERMAdoctor,USA,MO,MO,1,True
Desire,GBR,,H9,1,True
DeviceTone,USA,MA,MA,2,False
Docinabox,USA,TX,TX,1,False
Domicilios.com,COL,,34,4,False
DotDashPay,USA,CA,CA,3,False
DRD Biotech,RUS,,48,2,True
Drone Squad,USA,CA,CA,1,False
EarnAway,GBR,,H9,1,False
Echovate,USA,SC,SC,2,True
Ecomate,ITA,,9,1,False
EdirectInsure Group,HKG,,,1,True
Elephas Store,EGY,,11,1,False
Enabling Play,,,,1,True
Erly Stage Studios,GBR,,H9,1,True
Eventdoo,ARG,,7,3,False
Event Temple,CAN,BC,BC,1,False
Exate Technology,GBR,,H9,1,True
FABRIQ,USA,CO,CO,2,True
Faggala.com,,,,1,False
Fala Clara,,,,1,False
Feedbac,USA,NY,NY,2,True
Feedpresso,LTU,,65,1,False
Fen EP Limited,GBR,,C3,1,False
Fieldwood Energy,USA,TX,TX,2,False
firal,DEU,,4,2,False
FirstStep,AUS,,7,1,True
Fishidy,USA,WI,WI,4,False
FitTime,,,,1,False
Five Good Friends,AUS,,4,1,True
FreMarq Innovations,USA,WI,WI,1,True
Friendsurance Australia,AUS,,7,1,True
GamerFame,USA,MA,MA,1,False
gener8tor,USA,WI,WI,2,True
Geschenke.de HSY GmbH,,,,1,False
GetBadges,POL,,86,1,True
GETTER,USA,WI,WI,2,False
"Globe Icons, Inc.",USA,NJ,NJ,1,False
Goot,FRA,,A8,2,False
GuessBox,AUS,,7,1,False
HalalGuide,GBR,,H9,1,False
Haven,USA,NY,NY,1,False
HealthCubed,IND,,7,1,False
Health eFilings,USA,WI,WI,2,False
Hello ZUM,PER,,15,3,False
Helm Solutions,USA,NY,NY,1,False
Helpware Inc.,USA,CA,CA,1,False
HIVERY,AUS,,2,1,False
HomeDeco,NLD,,7,1,False
HOPSTOK,ITA,,20,2,True
HumanValue,ZAF,,,1,True
Hypit,GBR,,H9,1,True
iBuyNew,AUS,,2,1,False
INDORE INFOLINE PVT. LTD,IND,,35,1,False
i-Neumaticos,ESP,,52,2,False
Ingentium,USA,MA,MA,1,False
Inkpact,GBR,,H1,1,True
Inkshares,USA,CA,CA,3,True
InnerApps,USA,OH,OH,2,True
Inventia,ITA,,9,3,False
InvestaCrowd,SGP,,,1,True
iVocate,,,,1,False
Japan Travel KK,JPN,,40,1,False
Jetbuilt,USA,CA,CA,1,False
JT Naturals LLC,,,,1,False
Jumba,NLD,,11,1,False
Karprak,KHM,,11,1,False
KeenHub,ITA,,11,1,False
Kehko,USA,CA,CA,1,False
Kepler Analytics,AUS,,7,1,True
Killer Snails LLC,USA,NY,NY,1,True
Koober,,,,1,False
Kotakhujan,IDN,,7,1,False
Koyoki,GBR,,H9,1,False
Lantrn,HKG,,,2,False
L'appartement Ticolas,HKG,,,4,False
Launchstorm.io,AUS,,7,1,False
Lendeez,,,,1,True
Lendstar,DEU,,2,5,True
LittleCorner,FRA,,A8,1,True
LittleThings,USA,NY,NY,1,True
Lola's Fruit Shrubs,USA,OR,OR,1,True
LUP,SWE,,26,2,False
M8,USA,CA,CA,1,True
Magnus Health,USA,NC,NC,3,True
"Mall IQ, Inc.",USA,CA,CA,1,False
MARS PLUS,IND,,16,2,False
Mazedon,USA,NY,NY,1,True
Meghdut Analytics,BGD,,81,1,False
Melosity,IRL,,7,1,False
Merchant's Garden AgroTech,USA,AZ,AZ,1,False
MetaBloQ,AUS,,7,1,False
MICROBLINK,GBR,,H9,1,False
Miracle Query,USA,OR,OR,1,True
Miscota,ESP,,56,3,False
MLC Presentation Design Consulting,,,,1,False
MobiRoller,TUR,,7,2,False
Modalyst,USA,NY,NY,4,True
mode.ai,USA,CA,CA,1,True
ModernMT,ITA,,17,1,False
Molecular Match,USA,TX,TX,5,False
m-Ujala Solartech Private Limited,IND,,16,1,False
Musebooks,BEL,,1,1,False
MyCareerBase,AUS,,4,1,True
My House Brownie,UKR,,12,1,True
My Logoes Inc.,USA,CA,CA,1,False
Myrmex,USA,CA,CA,1,False
NantHealth,USA,CA,CA,8,False
Naytev,USA,CA,CA,3,False
NecesitoDoc,MEX,,9,1,True
Neurotech,SEN,,1,1,True
nFluids Inc.,CAN,AB,AB,1,False
Noblegen,CAN,ON,ON,1,False
n-Track,ITA,,7,1,False
Occi,FRA,,A8,1,False
odishaclub,IND,,21,1,False
OlfaGuard,ISR,,4,1,True
Omevo - Online Marketing Evolution,IND,,2,3,False
Onlineclues,IND,,10,1,True
oOlala,USA,CA,CA,1,False
OpenSensors,GBR,,H9,2,True
Opentute,AUS,,5,1,True
OpHaus,USA,CO,CO,1,True
Opportunity Network,GBR,,H9,3,True
Opps Group,USA,CA,CA,1,False
ORCHA,GBR,,E9,1,True
Outfit7,GBR,,H9,1,True
Oxdream Group,IDN,,4,2,False
Packpin Tracking,NLD,,7,2,False
PAKIBLE,USA,CA,CA,2,False
PartyPal,,,,1,False
"PERI, Inc.",USA,CA,CA,2,True
Perpetuall,ESP,,59,4,False
Petrolia Energy,USA,TX,TX,1,False
Pharvaris,NLD,,11,1,False
Phonate Technologies,IND,,36,1,False
Place2b,USA,FL,FL,1,False
Places,,,,1,False
Plántica,MEX,,14,2,True
Please,ESP,,56,3,False
PlusN (+n ),USA,NY,NY,3,False
Pockee,GRC,,35,3,False
Pocketbook,AUS,,2,2,False
Port of Mokha,USA,CA,CA,1,False
Poshtel,DNK,,17,1,False
Powerhouse Ventures,NZL,,E9,1,True
ProcureNetworks,USA,AZ,AZ,2,False
Project Expedition,USA,NY,NY,1,False
Purple Technologies,USA,NY,NY,1,True
Pylon,AUS,,2,1,False
Quantum Sponsor,USA,NC,NC,1,True
Quixaro,USA,NY,NY,1,False
QwkPic,USA,CA,CA,1,False
RCK,ISR,,1,1,False
REARM,HKG,,,1,False
Red Sky,POL,,87,2,True
REDS SA,POL,,78,1,False
RequirementONE,USA,CA,CA,1,True
Resis,POL,,77,1,True
Retargetly,ARG,,7,3,True
Revivn,USA,NY,NY,2,False
Right Revenue,GBR,,R9,1,True
ROAM Fitness,USA,MD,MD,1,True
RobiGuide,AZE,,9,1,True
Roster Athletics,USA,NY,NY,1,False
Rust Patrol,USA,TX,TX,2,True
Sagal,URY,,,1,False
Saporeato,ITA,,14,2,False
Scannibal,USA,CO,CO,2,False
"ScoopBroker, Inc.",USA,CA,CA,1,False
Search in MENA.com,,,,6,True
Seed Digital,BRA,,27,1,False
SEND,MYS,,14,1,False
SendaBio,ESP,,59,1,False
Sensonomic,NOR,,7,1,False
SereneBook,USA,NY,NY,3,True
Shackleton,GBR,,H9,1,False
Shareflo,USA,NY,NY,1,False
Share Local Media,USA,NY,NY,1,False
Shelf Sailor,DEU,,4,1,True
Sherlock,,,,1,True
ShineOn,USA,NJ,NJ,1,False
Shoozii,AUS,,7,1,True
SimplyCalled,USA,NY,NY,2,False
SkilRoute,GBR,,H9,1,False
Skyposium,DEU,,4,1,False
SlidePresenter,DEU,,5,1,False
SmartPixels,FRA,,A8,1,False
Smart Sleyed,ISR,,6,1,False
Socialweb,BWA,,9,1,False
SpokenLayer,USA,NY,NY,5,True
SpotterRF,USA,UT,UT,2,False
Squelo,GBR,,H9,1,False
SSenStone,KOR,,13,1,False
Station,USA,CA,CA,4,True
StemCell2MAX,PRT,,7,2,True
Stitcharama,USA,OR,OR,1,True
Studydrive,DEU,,7,2,False
Stynt,USA,MA,MA,1,False
Styra,USA,CA,CA,1,False
SwagTag - Better contests in minutes,USA,CA,CA,1,False
Tantiv4,USA,CA,CA,1,True
tapReplay,USA,CA,CA,1,False
TauRx Pharmaceuticals,SGP,,,4,True
Tejas Networks India,IND,,19,6,False
TeliApp,USA,NJ,NJ,2,False
"Theme Chat, Inc.",ITA,,12,1,False
The Pelvic Expert,AUS,,2,1,True
TheySay.me,ESP,,29,1,False
Ticket Monster,USA,NY,NY,1,False
Timejoy,USA,CA,CA,1,True
TIMP,ESP,,60,2,False
TotalAdventure.Travel,,,,1,False
TrafficCast,USA,WI,WI,5,False
Trakstar,USA,WA,WA,1,True
Transported VR,USA,CA,CA,1,False
Travel Unbounded,IND,,19,1,False
Trimph Industries,AUS,,2,1,False
Tris,USA,CA,CA,1,False
Truthly,USA,CO,CO,2,True
UCiS - United Consultants for Integrated Solutions,EGY,,11,3,False
Umoove,ISR,,6,4,False
Union Realtime LLC,USA,NY,NY,1,False
VCAlphaBeta,AUS,,2,1,True
Vearch,USA,CA,CA,1,False
Veelo,USA,OR,OR,3,True
Vestigo,USA,LA,LA,1,False
VetMapp,TUR,,34,1,False
VideoJam.tv,ISR,,5,1,False
VocaSee,ISR,,1,1,False
Voltra Co.,USA,CA,CA,1,True
VSporto,USA,CA,CA,1,False
Wayonara,ITA,,14,4,True
WealthForge,USA,VA,VA,5,False
WedBrilliant,USA,OR,OR,1,True
Wellesley Pharmaceuticals,USA,PA,PA,2,False
wherewhat,,,,1,False
Whova,USA,CA,CA,2,True
WiFiPix,CHN,,22,3,False
WillCo Intelligent Stored Energy (WISE),USA,MO,MO,1,False
Worksprout,NLD,,7,1,False
wydr,CHE,,25,2,False
Xbird,DEU,,16,1,False
XnTree,GBR,,H9,1,False
Yambuu Corporation,USA,FL,FL,1,False
youarrive,USA,FL,FL,1,False
ALGOS Medical,TUN,,36,1,True
Arcadia Biosciences,USA,CA,CA,6,True
Biocrates Life Sciences,AUT,,7,7,False
Birdhouse,USA,MI,MI,2,True
Bite Squad,USA,MN,MN,1,False
Blabster,USA,TX,TX,1,False
Blackstone LaunchPad,USA,NY,NY,1,True
CONDA,AUT,,3,2,False
Diool,CMR,,5,1,False
Diply,CAN,ON,ON,1,False
FastQS,USA,CA,CA,1,False
Fileboard,USA,CA,CA,2,False
Filestack,USA,TX,TX,4,False
Freight Exchange Pty Ltd,AUS,,2,3,True
GINKGOTREE,USA,MI,MI,4,True
Ginx TV,GBR,,H9,1,False
HELPI,IND,,10,1,False
"Hullo, Inc.",USA,CA,CA,1,False
IRIS-Tech,TUN,,36,2,False
Kodable,USA,CA,CA,2,True
MagBioSense,USA,MO,MO,1,False
ModernLend,USA,NY,NY,2,False
MOO.COM,GBR,,H9,5,True
Myia,CZE,,52,2,False
Obuu,FRA,,B3,1,False
Pregistry,USA,CA,CA,3,False
SavvyDox,CAN,ON,ON,1,False
StarMobile,USA,GA,GA,4,False
Telematik,TUN,,37,2,False
Tipster,USA,NY,NY,1,False
Tough Domains,USA,NY,NY,1,False
VIRTALUS,USA,CA,CA,1,False
adMingle - Share Your Passion!,,,,2,False
ANTVR Technology,CHN,,22,3,True
Buzzvil,KOR,,11,2,True
Glassbeam,USA,CA,CA,7,False
HelloNature,KOR,,11,3,False
Ionos Networks,USA,CA,CA,2,False
iResources,GBR,,I7,2,False
LabForSure,IND,,10,1,False
Leading Edge Technology,GBR,,G5,1,False
Mico Innovations,USA,NY,NY,2,False
MiMax,USA,WA,WA,1,False
Novan,USA,NC,NC,7,True
OnboardIT,USA,AZ,AZ,1,False
Premier Biomedical,USA,FL,FL,2,True
Seentient,USA,NY,NY,1,False
Solstice Biologics,USA,CA,CA,5,False
SpringML,USA,CA,CA,1,False
Suture Concepts,USA,MA,MA,4,False
Travador.com,DEU,,2,4,False
Woolworths,ZAF,,,1,True
Avitus Orthopaedics,USA,CT,CT,4,False
Blue Danube Systems,USA,CA,CA,3,False
Fitly,USA,PA,PA,5,False
Food and Agriculture Organization of the United Nations,ITA,,7,1,False
Gallagher Hospice,USA,PA,PA,1,True
Instant API Inc.,USA,DE,DE,4,True
Invenio Imaging,USA,CA,CA,1,False
Microdermis,USA,NJ,NJ,6,False
PhaseRx,USA,WA,WA,6,True
Veeve,GBR,,H9,2,True
Aginity,USA,IL,IL,2,False
AmazingLife,JPN,,40,1,False
Bumper,IND,,19,1,False
DipJar,USA,MA,MA,2,False
Freelway,SWE,,18,1,True
Gorilla Play,ISR,,5,1,False
HealPros,USA,GA,GA,1,False
hotify,IND,,19,1,False
Lemmeno,ISR,,5,1,False
Need Fixed Parts,USA,MO,MO,3,False
Piggybag Pty Ltd,AUS,,7,1,False
Prism Medical & Design,USA,FL,FL,1,True
RallyPoint,USA,MA,MA,5,False
Renthia,SWE,,26,1,True
sportyverse,GBR,,H9,2,True
Town Essentials,IND,,19,1,False
Trivato,SWE,,26,4,False
UniEnergy Technologies,USA,WA,WA,1,False
WeSpire,USA,MA,MA,7,True
Anpac,CHN,,23,2,False
ArrowPass,USA,CA,CA,1,True
Bglamor,CHN,,22,1,False
BottlesTonight,USA,CA,CA,2,True
Buildcon,,,,1,False
FoxType,USA,CA,CA,2,False
HandStack,USA,CA,CA,2,False
iBillionaire,USA,NY,NY,6,False
Kernl,USA,CA,CA,1,False
MaestroConference,USA,CA,CA,1,False
ManyChat,USA,CA,CA,1,True
nurseVersity,USA,IN,IN,1,True
"Red Mind Solutions, Inc.",USA,FL,FL,2,False
Seraphim Sense,ISR,,2,3,True
tagMonkey,USA,CA,CA,1,False
Ticktate,USA,CA,CA,1,False
UpCraft Club,USA,IA,IA,1,True
WorkAmerica,USA,DC,DC,5,True
Workgeni.us,USA,CA,CA,1,False
Worthix,USA,GA,GA,1,False
Kuaizi Technology,CHN,,30,2,True
ChargeBox,GBR,,H9,1,False
CurbStand,USA,CA,CA,5,False
Demiurge Technologies AG,CHE,,24,1,False
Devs.LT,LTU,,65,1,True
Four51,USA,MN,MN,2,False
HeroTalkies,IND,,25,1,False
KarFarm,,,,1,False
Onionfans PTE.LTD,IND,,19,1,False
TESSLIFT CO. LTD.,KOR,,6,1,False
TurnToTech,USA,NY,NY,1,False
ZAAFOO,IND,,21,1,False
Alcyone Lifesciences,USA,MA,MA,4,True
"Altruista Health, Inc.",USA,VA,VA,2,True
Boka,USA,MN,MN,1,False
Boxy,ISR,,2,1,True
Clinicient,USA,OR,OR,9,True
Dining Code,KOR,,11,2,False
Dinst,NLD,,7,1,False
Enfocus,CHL,,12,1,False
Helko,USA,CA,CA,1,True
MM Local Foods,USA,CO,CO,3,False
Motif,USA,CA,CA,1,True
"NEXMachine, LLC",USA,IL,IL,1,False
Openplay,GBR,,H9,2,False
Panacela Labs,USA,NY,NY,2,False
SoPost,GBR,,H9,3,False
AreaMetrics,USA,WA,WA,2,True
Arya.ai,IND,,16,1,False
BionX™ Medical Technologies,USA,MA,MA,6,False
Black White Orange Brands,IND,,16,2,False
Exploride,USA,MD,MD,3,True
GlucoVista,ISR,,5,4,False
InnFocus Inc,USA,FL,FL,3,False
Konduko,CHE,,5,1,False
Marinus Analytics,USA,PA,PA,1,True
Mentimeter,SWE,,26,2,True
Neuron Guard,ITA,,5,1,False
R2integrated,USA,MD,MD,2,False
Rorus Inc.,USA,PA,PA,2,True
Semantic Machines,USA,CA,CA,2,False
simplifund,USA,CA,CA,1,False
Streetwise Media,USA,MA,MA,1,False
TASTE cocktails,GBR,,H9,1,False
TomoWave Laboratories,USA,TX,TX,1,False
Vulcan Vision Corporation,FIN,,13,2,False
WhataSpace,ITA,,9,1,True
"Will2Love, LLC",USA,TX,TX,1,True
Zetaris,AUS,,7,2,False
1517 Fund,USA,CA,CA,1,True
3BaysOver,CHE,,7,3,False
Adinath Agro,IND,,16,1,False
Axios Mobile Assets Corporation,USA,MI,MI,2,False
Cerebrum Health Centers,USA,TX,TX,4,False
Chronos Technologies,USA,AZ,AZ,1,True
ClouDesire,ITA,,16,2,False
"Collexion, Inc.",USA,CA,CA,1,False
Digital Keys,GBR,,H9,3,False
Fastr,USA,MA,MA,1,False
Gojimo,GBR,,H9,3,False
Groopify,ESP,,29,5,False
Hiperpool,GBR,,H9,1,False
Holodia SAS,FRA,,C1,1,False
Infinite Buyer,USA,CO,CO,1,False
Innervate,USA,WA,WA,1,False
JilMore,IND,,2,1,False
Jumble,IRL,,7,3,True
Kurbo Health,USA,CA,CA,3,True
Millhouse LLC,GBR,,H9,1,False
Mind Lab,BRA,,27,4,True
NeaSpace,USA,CO,CO,1,False
Novoron Bioscience,USA,CA,CA,6,False
PetMe,ITA,,9,2,False
Piada Italian Street Food,USA,OH,OH,1,False
PiccMee,,,,1,True
Pingle,USA,WA,WA,1,True
Planet GoGo,IND,,10,1,False
Precision for Medicine,USA,MD,MD,2,True
Sharesight,NZL,,G2,1,False
Siteimprove,DNK,,17,1,False
SupperBell,USA,CO,CO,1,False
The Happy Home Company,USA,CA,CA,2,True
The PayPro,GBR,,H9,1,False
Vaxart,USA,CA,CA,9,False
360Alumni,USA,CT,CT,2,True
ALKU,USA,MA,MA,1,False
Assurex Health,USA,OH,OH,10,True
Audley Travel,GBR,,K2,2,False
Bakipa,SGP,,,1,True
Baremetrics,USA,CA,CA,3,False
Curoverse,USA,MA,MA,3,False
DadShed,GBR,,I2,3,True
e-Construmarket,BRA,,27,1,False
Gen Community,GBR,,H9,1,False
GLG (Gerson Lehrman Group),USA,NY,NY,2,False
Goby,USA,IL,IL,3,True
HELIX,USA,CA,CA,3,True
It24 Inc.,USA,WY,WY,1,False
LeadBoxer,NLD,,7,2,False
Lootsie,USA,CA,CA,4,False
Luvozo,USA,MD,MD,1,False
MemBlaze,CHN,,22,4,False
Mercantile Brewing,USA,FL,FL,1,True
MRI Interventions,USA,TN,TN,7,True
NuvoEx,IND,,10,4,False
OpenRuns,USA,CA,CA,1,False
PepperTap,IND,,10,4,False
Pixbuf,CZE,,83,1,False
POWWOW,IRL,,7,3,False
Precise.ly,USA,CA,CA,2,True
QUAD Optima Analytics,USA,IL,IL,1,False
Ritter Pharmaceuticals,USA,CA,CA,8,False
Sparta,SWE,,26,2,False
Sportito,GBR,,H9,1,False
Sustainable Energy & Agriculture Technology,USA,AZ,AZ,2,True
Tempus Energy,GBR,,H9,2,True
Tincy Boulangerie,BEN,,14,1,False
Truckmandi,IND,,7,1,False
Ubiquitous Foods (Ovenfresh),IND,,25,1,False
VMFive,TWN,,3,1,False
Attlas,,,,1,False
Cloud Your Car,POL,,72,3,False
Gravity Fashion,IND,,9,1,False
Handpick Inc,USA,CA,CA,3,False
Kitzen,MEX,,9,1,True
MAS Incorporated (PNG),USA,DE,DE,1,True
My Seoul Secret,KOR,,11,2,False
OPSIFY,USA,MO,MO,2,True
Pinmypet,BRA,,22,3,False
SC Creative Solutions,USA,TX,TX,1,True
Tele Teb,IRN,,26,1,True
Terminal,HKG,,,1,True
VIEL Music,ESP,,29,2,False
BankSight Systems,USA,CA,CA,1,False
Equilibrium by Vayu Technology,USA,CA,CA,1,True
INRFOOD,USA,NC,NC,5,False
121 Mobile,USA,NJ,NJ,4,False
AID-TEC,USA,NJ,NJ,1,True
Carista App,USA,WA,WA,3,False
CBREX,IND,,16,1,False
CivicSmart,USA,WI,WI,1,False
Crowdio,DNK,,17,2,False
DroneLancer,AUS,,2,1,True
DSYNC,AUS,,2,1,True
Edo Interactive,USA,TN,TN,10,False
Emplify,CAN,ON,ON,1,False
enhancedcareMD,USA,NY,NY,1,False
iVeena,USA,UT,UT,2,False
Juesheng.com,CHN,,26,3,False
Lexy,USA,CA,CA,1,False
Mr. Cat,BRA,,21,1,False
Neuro Flash,DEU,,4,1,False
ObiNo,IND,,16,2,True
Scotrenewables Tidal Power,,,,2,False
ServiceWhale,USA,PA,PA,2,False
SkinJect,USA,PA,PA,1,False
SpiderCloud Wireless,USA,CA,CA,6,False
Tactual Labs Co,USA,NY,NY,2,False
The News Minute,IND,,19,1,True
tispr,USA,CA,CA,2,False
WashApp Korea,KOR,,11,1,False
Wave Systems,USA,CA,CA,1,False
WinSenga,UGA,,37,5,False
8vance,NLD,,5,1,False
Bioneeds,IND,,19,1,False
Cat in a Flat,GBR,,H9,1,True
Centaurus Financial,USA,CA,CA,1,False
Cloudinary,USA,CA,CA,1,False
CybAero,SWE,,16,1,False
Daliworks,KOR,,11,1,False
Depositphotos,USA,NY,NY,3,False
Document Direct,GBR,,H8,2,False
Flat,GBR,,H9,1,False
Focus Digit,IND,,36,1,False
Fresvii,USA,CA,CA,3,False
Green Seed Investments,USA,AZ,AZ,2,False
Groupie,USA,NY,NY,1,False
Homeschool Snowboarding,USA,OR,OR,3,False
Ignite Accelerator,GBR,,I7,3,True
IntelliStay Boonville Equity,USA,NY,NY,1,False
JourneyXP,DNK,,17,1,False
Lily,USA,CA,CA,3,True
Mageba,CHE,,25,1,False
Neva Aerospace,GBR,,E2,4,False
OkHi,KEN,,5,1,False
Omadi,USA,UT,UT,2,False
OneSource Water,USA,CT,CT,2,False
Shabazz Publication,USA,NY,NY,1,False
soundBYTE App,USA,IL,IL,2,False
Tamecco,JPN,,40,3,False
Ten Machines Corp.,USA,NY,NY,1,False
The Stable,GBR,,H9,1,True
UnitedStack,CHN,,22,2,False
Unitiv,USA,GA,GA,1,False
Wyng,USA,NY,NY,5,False
Zachary Prell,USA,NY,NY,2,False
Accelerate Diagnostics,USA,AZ,AZ,5,True
"BethClip, Inc.",USA,DE,DE,3,False
Blubirch,IND,,19,1,False
Blue River Technology,USA,CA,CA,4,False
Bucket,USA,CA,CA,1,True
Clariture,USA,TN,TN,3,True
Compass Group PLC,GBR,,N7,1,False
Digital Guardian,USA,MA,MA,7,True
Eved,USA,IL,IL,3,True
Growth vision consulting,IND,,10,1,True
Hallux,USA,CA,CA,1,False
"Hyperapptive, Inc.",USA,MA,MA,1,False
IBS Software Services,IND,,13,2,True
In2Care,NLD,,3,1,True
Janrain,USA,OR,OR,6,True
Kount,USA,ID,ID,1,False
MD Insider,USA,CA,CA,5,False
MeraDoctor,IND,,16,2,False
Motion AI,USA,IL,IL,1,False
Mtell,USA,CA,CA,1,False
Multiphoton Optics GmbH,DEU,,2,2,True
Narayana Hrudayalaya,IND,,19,2,False
NowForce,ISR,,6,2,False
Nventi,USA,CA,CA,1,False
oneminute,USA,CA,CA,1,False
Ongair,KEN,,5,1,False
OpenNotes,USA,MA,MA,1,True
Pie Mapping,GBR,,H9,1,False
Royal 5G,KHM,,11,1,True
Skytango,IRL,,7,1,True
Spikko,GBR,,H9,1,False
STAGE 3,IND,,7,1,True
Synergy Fuels,SGP,,,1,False
Taliaz,ISR,,5,1,False
ulockme,HUN,,5,3,False
Upstream Rehabilitation,USA,AL,AL,1,False
Verlocal,USA,CA,CA,2,False
Vibease,USA,CA,CA,6,False
Aila Technologies,USA,MA,MA,3,False
Alps & Meters,USA,MA,MA,2,False
Arubixs,USA,CA,CA,2,True
Astra Microwave Products,IND,,2,2,False
Athletigen,CAN,NS,NS,1,False
Awesome AI,USA,CA,CA,1,False
Benefacto GmbH,DEU,,16,1,False
Bento,USA,CA,CA,2,True
Betable,USA,CA,CA,5,False
bitHound,CAN,ON,ON,2,False
Bizpetrol,USA,CA,CA,1,False
Cabsguru,IND,,7,1,False
CLOUT,USA,CA,CA,2,False
Concert.Expert,USA,DE,DE,1,False
DealStreetAsia,SGP,,,1,False
DeepFlight,USA,CA,CA,1,True
DESIGN MARKET,FRA,,A8,1,False
Dexi,GBR,,H9,2,False
DropSuite,SGP,,,2,False
DxNA,USA,UT,UT,4,False
ecologic brands,USA,CA,CA,3,True
Enrouto,IND,,16,1,True
foosye®,USA,NC,NC,3,True
GamaMabs Pharma,FRA,,B3,2,False
Globaloria,USA,NY,NY,3,True
Healmet,USA,CA,CA,1,False
HelloCoach,DEU,,16,1,False
Hexoskin (Carré Technologies),CAN,QC,QC,4,False
Howdy,USA,TX,TX,2,True
Hufsy,DNK,,17,1,False
Indigenous,USA,CA,CA,1,False
InteRNA Technologies,USA,CT,CT,3,False
jobMapp,ESP,,7,2,False
kangaroute,AUT,,9,2,True
Legal Diction,IND,,35,2,False
Mabaya,ISR,,5,2,False
Masquerade,,,,1,False
MusiQuest,USA,CO,CO,2,False
Myelo Therapeutics,DEU,,16,2,False
MyFansDemand,USA,TN,TN,1,False
Nelson-Miller,USA,CA,CA,1,False
Notetracks Inc.,CAN,QC,QC,1,False
Nous Global Markets Limited,GBR,,H9,3,True
Panna,USA,NY,NY,4,False
Petable,,,,1,True
PetMate,,,,1,True
Phoenix Finance,CHN,,19,1,False
PodPonics,USA,GA,GA,6,False
Pramata,USA,CA,CA,1,True
Quinncia,USA,MA,MA,1,False
ReliefBand Technologies,USA,IL,IL,1,False
Revology,LUX,,3,2,False
Sapphire Energy,USA,CA,CA,6,True
SBA Materials,USA,NM,NM,11,True
Sino-Ocean Land,USA,NY,NY,1,False
Skuuper,EST,,1,2,True
SteerFox,FRA,,A8,1,True
Streamoid Technologies Inc,USA,CA,CA,1,False
Sundar,,,,3,True
Supernewsroom,MYS,,12,2,True
Supracontrol,HRV,,21,1,True
Tangentix,GBR,,L9,2,False
TAXIMETRO 590,BRA,,22,1,True
TeaChat EdTech,USA,VA,VA,1,True
THIEL Audio,USA,TN,TN,1,True
Toky,MEX,,9,2,False
TokyWoky,FRA,,A8,2,True
Tripodo GmbH,DEU,,2,2,False
TrueAbility,USA,TX,TX,3,False
UpNext,USA,IL,IL,1,False
Upplication,ESP,,29,4,True
Vets&Pet,,,,1,False
Whomor,JPN,,40,1,False
Yonah Fund,USA,CA,CA,1,False
AEOLUS PHARMACEUTICALS,USA,CA,CA,7,False
Baynote,USA,CA,CA,5,False
Bion Pharma,USA,NJ,NJ,2,False
BioQ Pharma,USA,CA,CA,2,False
Brain Tunnelgenix Technologies,USA,CT,CT,4,False
Brightbox Inc.,USA,NY,NY,4,False
Cacola Furniture International,CHN,,10,1,False
CapriCoast,IND,,19,2,False
CapTech,USA,VA,VA,1,False
Cathay Industrial Biotech,CHN,,23,3,False
CelgenTek,USA,TN,TN,1,False
Content Raven,USA,MA,MA,2,False
"Determine, Inc.",USA,IN,IN,2,False
"Hired Knives, Inc.",USA,MO,MO,2,True
Homeshift,GBR,,H9,1,False
JetSetGo,IND,,7,2,True
Laoken Medical Technology,CHN,,32,1,True
MasteryPrep,USA,LA,LA,2,False
Mazlo,USA,WA,WA,1,True
MIOX,USA,NM,NM,8,True
MotiveMetrics,USA,CA,CA,4,False
MST3K,USA,FL,FL,1,False
Ownzones Entertainment Technology,USA,CA,CA,4,True
PASS IT,USA,TX,TX,1,False
Pharmaron Holding,USA,CA,CA,3,False
Phoenix Finance,BGD,,81,1,False
Praice,DNK,,17,2,True
RealityMine,GBR,,I2,4,True
SIFTGO,USA,CA,CA,2,True
Sightly,USA,CA,CA,4,False
StadiNav,USA,CO,CO,1,False
Talloo,USA,ID,ID,1,True
Trulioo,CAN,BC,BC,5,True
Vistair,UKR,,13,1,False
Wave Life Sciences,USA,MA,MA,3,False
AdMass,USA,TX,TX,1,False
Biotronics3D,GBR,,H9,3,False
illumai (by Formula XO),USA,VA,VA,3,False
nVotes,ESP,,29,1,False
RiverMend Health,USA,GA,GA,1,False
