company_name,country_code,state_code,region,funding_rounds,women_led
Point,USA,CA,CA,4,False
Portworx,USA,CA,CA,3,False
ScopeAR,CAN,AB,AB,3,False
Skedulo,USA,CA,CA,5,False
Skymind,USA,CA,CA,7,True
SolarHome,SGP,,,8,True
Splice,USA,NY,NY,5,False
SV Insight,USA,CA,CA,2,False
The Plum Guide,GBR,,H9,5,True
Thinknum,USA,NY,NY,2,True
Veeqo,GBR,,Z1,11,False
Vivet Therapeutics,FRA,,A8,2,True
Vixiar Medical,USA,MD,MD,4,False
Welcome Pickups,GRC,,35,5,False
WIT Fitness,GBR,,H9,2,False
Workboard,USA,CA,CA,4,True
6AM City,USA,SC,SC,3,False
Ario,USA,VA,VA,3,False
Automata,GBR,,H9,4,False
Babyscripts,USA,DC,DC,7,True
BlackCurve,GBR,,H9,2,False
Bloomscape,USA,MI,MI,2,False
Blue Cedar,USA,CA,CA,2,False
Braingineers,NLD,,7,3,True
brrr°,USA,GA,GA,5,False
Carro,SGP,,,5,False
Clearbit,USA,CA,CA,2,False
Clockwork Labs,,,,1,False
DigitalEd,CAN,ON,ON,1,True
Doctolib,FRA,,A8,7,True
Dorian,USA,CA,CA,1,True
Ease (formerly EaseCentral),USA,CA,CA,3,False
Easy Transfer,CHN,,22,4,False
Elira,USA,MO,MO,3,False
Elsa,SWE,,26,3,True
FireVisor,SGP,,,4,False
GetAgent,GBR,,H9,2,False
Glossier,USA,NY,NY,5,True
Hesus,FRA,,A8,2,False
Hylomorph,CHE,,25,3,False
InSphero,CHE,,25,5,False
Insta360,CHN,,30,4,False
Jamalon,JOR,,16,6,True
Latchel,USA,WA,WA,4,False
Lendable,GBR,,H9,3,True
Lunaphore Technologies,CHE,,23,9,True
Marketing Evolution,USA,NY,NY,4,True
MoBagel,USA,CA,CA,3,False
Mojo Vision,USA,CA,CA,3,True
OJO Labs,USA,TX,TX,3,False
Peakon,DNK,,17,4,True
Peerfit,USA,FL,FL,8,True
Price Edge,SWE,,26,1,False
SafeTalpa,,,,3,False
Shohoz,BGD,,81,3,True
Snark,USA,CO,CO,1,False
Stateless,USA,CO,CO,4,False
Tibber,SWE,,26,4,False
Unite Us,USA,NY,NY,4,False
ZUZU Hospitality Solutions,SGP,,,3,False
54gene,USA,CA,CA,1,False
AccioJob,IND,,10,1,False
AI Insurance,USA,CA,CA,1,False
Airsquire,NLD,,6,2,False
Allo,USA,CA,CA,1,True
AllSome,CHN,,30,2,True
Alpaca,USA,CA,CA,5,False
AmpUp,USA,CA,CA,1,False
Askdata,USA,CA,CA,2,False
Atomic Alchemy,USA,ID,ID,1,False
Aura Vision,GBR,,H9,2,False
AuroraQ,CAN,ON,ON,1,True
Avo,ISL,,10,2,False
AXDRAFT,UKR,,12,3,False
Balto,USA,CA,CA,1,False
Basilica,USA,CA,CA,1,False
BearBuzz,,,,1,True
Bensen AI,USA,MA,MA,1,False
Blueberry Medical,USA,FL,FL,1,False
Bot Orange,CHN,,22,1,True
Boundary Layer Technologies,USA,CA,CA,1,False
Brew.com,,,,2,True
Calii,USA,CA,CA,1,False
Career Karma,USA,CA,CA,1,False
Centaur Labs,USA,MA,MA,2,False
Cherry,,,,1,True
Circumvent Pharmaceuticals,USA,OR,OR,1,False
Cisiv,GBR,,G7,6,False
Cityfurnish,IND,,10,3,False
Coinbask,CAN,ON,ON,1,True
Cold Genesys,USA,CA,CA,3,True
Community Phone,,,,2,False
Cosmic JS,,,,1,False
Coursedog,USA,NY,NY,1,False
CredPal,,,,2,False
Cuanto,PAN,,8,1,False
Danimer Scientific,USA,GA,GA,2,False
Datamode,USA,WA,WA,1,False
DevFlight,,,,1,False
DocBot,USA,CA,CA,3,False
Dockup,,,,1,False
Doorport,USA,NY,NY,2,False
Dyneti Technologies,,,,1,True
Eatgeek,USA,CA,CA,2,False
Edyst,IND,,2,1,False
Emi Labs,ARG,,7,2,False
Evo.Do,ISR,,5,1,True
ExcepGen,,,,1,True
Fleetio,USA,AL,AL,2,False
FLOWER CO: Wholesale Cannabis Club,USA,CA,CA,1,False
Fuzzbuzz,USA,CA,CA,2,True
GO1,AUS,,4,7,False
GoLinks,USA,CA,CA,1,False
Gordian Software,USA,CA,CA,1,False
Graphene Composites,GBR,,D6,3,False
Haizol.com,CHN,,23,2,True
Handle,USA,CA,CA,1,False
Hatch,USA,VA,VA,1,False
Heart Aerospace,SWE,,28,1,False
InnerSpace,CAN,ON,ON,4,False
InsideSherpa,AUS,,2,3,False
Instapath,USA,LA,LA,1,True
InstaReM,SGP,,,4,False
Intact Therapeutics,,,,1,False
jet.law,USA,FL,FL,1,False
JetPack Aviation,USA,CA,CA,1,False
Kalshi,USA,CA,CA,1,True
Karuna Therapeutics,USA,MA,MA,4,False
Kovi,BRA,,27,1,False
LEAD,USA,CA,CA,4,True
LeanData,USA,CA,CA,3,False
Loonify Space,,,,1,True
Lumos,USA,CA,CA,1,False
Maitian.ai,SGP,,,1,False
MedCrypt,USA,CA,CA,3,False
misterb&b,USA,CA,CA,5,False
Modern Labor,USA,CA,CA,1,False
Mudrex,USA,CA,CA,1,False
MyScoot,IND,,7,1,False
Nabis,USA,CA,CA,2,False
NALA,TAN,,23,2,False
Nebullam,USA,IA,IA,3,False
Okteto,USA,CA,CA,1,False
Ola,IND,,19,21,False
OneWeb,USA,VA,VA,4,False
Our World In Data,GBR,,K2,1,False
Overview,USA,CA,CA,1,False
Packhelp,POL,,78,3,False
PadPiper,USA,CA,CA,1,True
PE Accounting,SWE,,26,3,False
PerShop,,,,1,False
Point,USA,CA,CA,2,False
Portal Entryways,USA,UT,UT,1,False
Postscript,USA,CA,CA,1,False
Precision BioSciences,USA,NC,NC,4,True
PreFlight,SLV,,14,1,False
Probably Genetic,USA,CA,CA,1,False
Prometheus,,,,1,False
Pyxai,USA,MA,MA,1,True
Quadrofoil,SVN,,L8,2,False
Qwest (YC W19),USA,CA,CA,1,False
Rebank,GBR,,H9,1,False
Reelables,USA,CA,CA,1,False
Releaf,USA,NJ,NJ,2,False
Rune,USA,NY,NY,2,False
Saratoga Energy Corporation,USA,CA,CA,2,False
Schoolable,NGA,,5,1,True
Searchlight,USA,CA,CA,1,True
Seawise Capital,USA,CA,CA,1,False
Sev1Tech,USA,VA,VA,1,False
Shef,,,,1,False
Shiok Meats,SGP,,,2,True
Shipper,IDN,,4,1,False
Skill Lync,IND,,25,1,False
Slapdash,USA,CA,CA,1,False
Sonnedix,FRA,,A2,3,False
Spiral Genetics,USA,WA,WA,4,True
Storr,USA,CA,CA,1,True
Sunsama,USA,CA,CA,4,False
Superb AI,USA,CA,CA,2,False
Supernova Studio,CZE,,52,2,False
Switchboard,CAN,BC,BC,1,True
Synova Life Sciences,,,,1,False
Taali Foods,USA,DE,DE,1,True
Tailor-ED,USA,CA,CA,1,True
Tarjama,ARE,,1,1,True
The Glimpse Group,USA,NY,NY,4,False
The Juggernaut,USA,NY,NY,1,True
Theranica,ISR,,2,3,False
ThirdEye,GBR,,H9,2,False
Thrive Agric,NGA,,11,2,False
Travelchime,,,,1,False
Traverse Technologies,SGP,,,1,False
Trestle,,,,1,False
trexo robotics,CAN,ON,ON,3,False
Unicorn,USA,TX,TX,1,False
Upsolve,USA,NY,NY,4,True
VanGo,USA,NY,NY,2,True
Vectordash,USA,CA,CA,1,False
VertoFX,USA,CA,CA,1,False
Vice Lotteries,USA,IN,IN,1,False
Vntrip.vn,VNM,,,4,False
Volk Fi,USA,CA,CA,1,False
Wallet.ng,NGA,,5,2,False
WeatherCheck,USA,KY,KY,1,False
Weee!,USA,CA,CA,3,False
Wild Earth,USA,CA,CA,5,False
Windsor Software,USA,CA,CA,1,False
Winner's Key,CHN,,23,2,False
Withfriends,USA,NY,NY,2,True
Yijiupi,CHN,,1,4,False
YourChoice Therapeutics,USA,CA,CA,2,False
Ysplit,USA,CA,CA,1,False
20/20 Gene Systems,USA,MD,MD,6,False
Bridgit,CAN,ON,ON,6,True
Docucharm,USA,CA,CA,2,False
Donut,DEU,,16,2,True
Tookitaki,SGP,,,5,True
Virtual Power Systems,USA,CA,CA,3,True
Maude Group,USA,NY,NY,2,True
Middletrust,NGA,,5,1,False
Noble.AI,USA,CA,CA,2,False
Travel Deal House,PAK,,4,1,False
3AM Innovations,USA,NY,NY,3,False
Amitree,USA,CA,CA,4,False
Ample Foods,USA,CA,CA,4,False
BioSTL,USA,MO,MO,2,False
Clinipace,USA,NC,NC,14,True
CloudRadar,DEU,,16,1,False
DigsConnect.com,ZAF,,,1,False
eHealth Technologies™,USA,NY,NY,4,True
Global Data Solutions,CHN,,23,3,False
GrabCAD,USA,MA,MA,6,False
Hotstar,IND,,16,2,False
Innoviti,IND,,19,4,False
Kr Space,CHN,,22,6,True
Liven,AUS,,7,5,True
Meltwater,USA,CA,CA,2,False
Move This World,USA,NY,NY,2,True
ONE DONATION,USA,NC,NC,1,True
Oxford PV,GBR,,K2,9,False
Physcient,USA,NC,NC,4,False
RentHub,USA,IL,IL,3,False
Revix,GBR,,H9,1,False
Rochester Institute of Technology,USA,NY,NY,1,True
Shoodoo Analytics,ISR,,5,2,True
Spacelet,USA,NY,NY,2,False
Surrozen,USA,CA,CA,2,True
TAINA Technology,GBR,,H9,5,True
UPshow,USA,IL,IL,2,False
VidMob,USA,NY,NY,4,False
Wishu,GBR,,H9,2,True
WOOF & BREW Limited,GBR,,C3,2,True
Zeus Living,USA,CA,CA,4,False
AbCellera Biologics,CAN,BC,BC,6,True
AEPONYX,CAN,QC,QC,2,False
ArangoDB,USA,CA,CA,3,False
Artemis Health,USA,UT,UT,8,False
Asolve Kft,HUN,,1,3,False
Charge Running,USA,IL,IL,2,True
Datalex,IRL,,7,2,True
Embion Technologies,CHE,,23,3,True
Fi,USA,NY,NY,2,False
framebunker,,,,1,False
HandEX,DEU,,4,1,False
Igneous,USA,WA,WA,4,False
Invenio Business Solutions,GBR,,Q2,1,False
Myndset,,,,1,False
Neurovalens,GBR,,R3,3,False
Nutrition Innovation,AUS,,7,1,False
Offerpad,USA,AZ,AZ,5,False
Ovation,USA,MA,MA,3,False
Percolate,USA,NY,NY,5,True
PetMedix,GBR,,C3,1,False
Polarr,USA,CA,CA,3,False
ProdPerfect,USA,MA,MA,2,False
Sketch,NLD,,11,1,True
SparesHub,IND,,16,3,False
Tendermint,USA,CA,CA,2,False
Ten Thousand,USA,NY,NY,2,False
Via Separations,USA,MA,MA,2,True
Whispr,DNK,,17,1,False
Zaloni,USA,NC,NC,3,True
Acko General Insurance,IND,,16,3,False
Adthena,GBR,,H9,3,False
Agrostar,IND,,16,3,False
Automation Hero,USA,CA,CA,2,True
Brainlabs,,,,1,True
Buoyant,USA,CA,CA,4,True
Carenet Longevity,BRA,,27,1,False
CesiumAstro,USA,TX,TX,2,False
Cluster,USA,CA,CA,1,True
CoinFLEX,SYC,,8,1,False
CXA Group,SGP,,,3,True
Cymulate,ISR,,2,2,False
Determined AI,USA,CA,CA,2,False
Efficient Energy,DEU,,2,9,False
Eigen Innovations,CAN,NB,NB,6,False
EkAnek Networks,IND,,7,1,False
Electron,GBR,,H9,9,True
FAASOS,IND,,16,9,False
Gecko Governance,IRL,,19,2,False
Gencove,USA,NY,NY,2,True
Glia,USA,NY,NY,5,True
gridscale,DEU,,7,3,False
Guiddoo World,IND,,16,4,True
Hibob,ISR,,5,5,True
IslamicMarkets.com,GBR,,H9,1,False
Jushuitan Network Technology,CHN,,23,5,False
LaunchDarkly,USA,CA,CA,4,True
Marquette University,USA,WI,WI,3,False
Mswipe Technologies,IND,,16,8,False
Newsela,USA,NY,NY,5,True
Physera,USA,CA,CA,2,False
Ryff,USA,CA,CA,2,False
Solar Monkey,NLD,,7,3,False
StoryFit,USA,TX,TX,2,True
Tachyum,USA,CA,CA,2,False
Tetrate,USA,CA,CA,1,False
Therapixel,FRA,,B8,2,False
TriNetX,USA,MA,MA,2,False
University of Pennsylvania,USA,PA,PA,1,True
Workfront,USA,UT,UT,6,True
Xeneta,NOR,,12,5,True
BlackBird,USA,CA,CA,2,False
Canaan Creative,CHN,,22,2,False
Cazana,GBR,,H9,3,False
Cloudflare,USA,CA,CA,6,True
Companisto,DEU,,16,3,False
Deep Glint,CHN,,22,5,False
DesireList,USA,GA,GA,1,False
Forte,USA,CA,CA,1,False
Gem,USA,CA,CA,2,True
Harvest Returns,USA,TX,TX,3,False
I AM POP,NLD,,7,1,False
Impact Technologies,USA,CA,CA,4,False
InventisBio,CHN,,23,2,False
Kkguan,CHN,,10,2,False
Klara,USA,NY,NY,6,True
Learning To Sleep,SWE,,27,6,True
legalstart.fr,FRA,,A8,2,False
Lightbits Labs,ISR,,2,1,False
Livly,USA,IL,IL,1,False
Magic Leap,USA,FL,FL,7,True
MercadoLibre,ARG,,7,5,False
MollyBox,CHN,,23,2,False
PowerGrow,USA,AZ,AZ,2,False
RedDoorz,SGP,,,6,False
Sasya Foods,USA,DC,DC,2,False
Sharpen Technologies,USA,IN,IN,6,False
Stash,USA,NY,NY,7,True
The Wedding Brigade,IND,,16,3,True
Tigerobo,CHN,,23,2,False
ToMarket,USA,CO,CO,2,False
Truepill,,,,2,False
"University of Massachusetts, Lowell",USA,MA,MA,3,True
Whatfix,USA,CA,CA,6,True
5th Planet Games,USA,CA,CA,2,False
Africa Healthcare Network,MUS,,18,2,False
Aibono,IND,,25,2,False
Astroscale,JPN,,40,6,True
Bankorus,CHN,,22,4,False
Bold Penguin,USA,OH,OH,3,False
CapitalRise,GBR,,H9,2,True
Dental Monitoring,FRA,,A8,3,False
Digital Pharmacist,USA,TX,TX,3,False
Docquity,SGP,,,3,False
eCloudTech,CHN,,4,1,False
Ellevest,USA,NY,NY,3,True
Fairygodboss,USA,NY,NY,3,True
Ferntech,DEU,,1,4,False
Good Buy Gear,USA,CO,CO,3,True
Greenlight Planet,USA,IL,IL,5,False
Grind & Co,GBR,,H9,3,False
Ground X,KOR,,11,1,False
Humble Grape,GBR,,H9,5,False
Hunliji,CHN,,2,3,False
Kier Construction,,,,1,False
Magnesium Development Company,USA,MT,MT,2,False
Moglix,IND,,36,6,False
Ossio,USA,MA,MA,2,False
Pagantis,ESP,,29,2,True
PayRight,AUS,,7,1,False
Performance Livestock Analytics,USA,IA,IA,3,False
Phraxis,USA,MN,MN,4,True
Rhode Island Hospital,USA,RI,RI,2,True
Seed,SLV,,14,3,True
Silot,SGP,,,3,False
SNIPR Biome,DNK,,17,1,False
Stateside Adventures,CHN,,22,2,False
StayAbode,IND,,19,4,False
Stella Connect,USA,NY,NY,7,False
STX Entertainment,USA,CA,CA,2,True
Talent Garden,ITA,,9,2,True
TartanSense,IND,,19,1,False
tomsfive AG,CHE,,15,4,False
"Trux, Inc.",USA,MA,MA,5,False
Unmind,GBR,,H9,3,False
ZayZoon,CAN,AB,AB,1,False
Josh Wood Colour,GBR,,H9,1,False
L2P LIMITED,CYP,,5,4,False
CreLytics,IND,,16,1,False
Girls Who Code,USA,NY,NY,5,True
Aerogen,IRL,,10,2,False
Alice,USA,TX,TX,3,True
DeePoon,CHN,,23,5,False
Embody,USA,VA,VA,2,False
Guuru,CHE,,25,3,False
HealthJoy,USA,IL,IL,3,False
Kerauno,USA,IN,IN,1,False
Luminate Health,USA,CA,CA,4,True
Micro Interventional Devices,USA,PA,PA,5,True
NowFloats,IND,,2,7,False
PDAX | Philippine Digital Asset Exchange,PHL,,D9,2,False
PolyAI,GBR,,H9,2,False
ProtonMail,CHE,,7,4,True
SponsorUnited,USA,CT,CT,1,False
Sunu,USA,MA,MA,8,False
Tesla,USA,CA,CA,31,True
WM Motor,CHN,,23,4,False
Woody Library,CHN,,30,1,False
10xbanking,GBR,,H9,2,True
Achates Power,USA,CA,CA,5,False
AxoSim,USA,LA,LA,7,False
Aye Finance,IND,,10,13,False
"Betterworks, Inc.",USA,CA,CA,3,False
Bid Ops,,,,2,False
Bloomon,NLD,,7,3,False
Bright Cellars,USA,WI,WI,7,False
ChannelSight,IRL,,7,3,False
Drop,CAN,ON,ON,6,True
FuelCell Energy,USA,CT,CT,3,False
Green Key Technologies,USA,IL,IL,1,True
Hadean,GBR,,H9,6,False
Hammerhead,USA,NY,NY,4,True
Hargol FoodTech,ISR,,3,8,True
Heliocor,GBR,,H9,1,True
Jargon,USA,WA,WA,2,True
Knock,USA,WA,WA,3,False
LedgerPrime,,,,1,False
Lifesum,SWE,,26,3,False
LinkSquares,USA,MA,MA,2,False
Mission,USA,CA,CA,1,False
MobiKwik,IND,,10,7,True
Monivent,SWE,,28,4,True
Optimity,GBR,,E8,2,True
Owkin,USA,NY,NY,4,True
Planetarians,USA,CA,CA,1,True
Recur Outdoors,USA,MA,MA,4,False
refurbed,AUT,,9,2,False
SOM Biotech,ESP,,56,2,False
Spill App,GBR,,H9,1,False
Sprint,USA,KS,KS,2,True
StrongBlock,USA,CA,CA,1,False
Tapjets Inc,USA,TX,TX,2,False
The Faction Collective,CHE,,22,16,False
Vtrus,USA,WA,WA,1,False
24sessions,NLD,,7,3,False
Alto Solutions,USA,TN,TN,2,False
Avid Technology Group,GBR,,J6,2,False
BAM Worldwide,USA,GA,GA,2,False
Beam Therapeutics,USA,MA,MA,2,False
Benddit,IND,,10,1,False
Blockchain Worx,SGP,,,1,False
Brodmann17,ISR,,5,4,True
Device42,USA,CT,CT,4,False
Exeger Sweden AB,SWE,,26,3,False
Fadada.com,CHN,,30,4,False
Falcon Structures,USA,TX,TX,1,False
FanFood,USA,IL,IL,4,False
First Flight Venture Center,USA,NC,NC,2,True
FutureFuel.io,USA,MA,MA,3,True
GI Partners,USA,CA,CA,1,True
Grab,SGP,,,24,True
Hammitt,USA,CA,CA,1,False
Kolmostar,USA,CA,CA,1,False
MAP Health Management,USA,TX,TX,1,False
MedPilot,USA,OH,OH,4,False
OpenMartech,USA,IN,IN,3,True
OVS,ITA,,20,1,False
Quantstamp,USA,CA,CA,2,False
Retail Capital,ZAF,,,1,True
"Rogue Games, Inc.",USA,CA,CA,1,False
savvy navvy,,,,1,False
Sea,SGP,,,8,True
Side,SWE,,26,1,False
Simba Sleep,GBR,,H9,9,False
SMECorner.com,IND,,16,5,True
Stable,GBR,,H9,1,False
SteriLux,CHE,,23,2,False
Turnkey Lender,,,,3,True
Vault Dragon,SGP,,,4,False
VAYAVISION,ISR,,5,2,False
wefox Group,DEU,,16,4,False
B-Secur,GBR,,R3,3,False
CamStent,GBR,,C3,4,False
Chapman University,USA,CA,CA,1,True
Chime,USA,CA,CA,6,True
Claro,USA,NH,NH,4,True
cliexa,USA,CO,CO,9,False
Disruptive Technologies,NOR,,7,5,False
Duke University,USA,NC,NC,3,True
Eargo,USA,CA,CA,4,False
Emmersion Learning,USA,ID,ID,2,False
Felcana,GBR,,H9,2,True
Fictiv,USA,CA,CA,3,True
Functionize,USA,CA,CA,3,False
Homeland Immo,FRA,,A8,1,False
Matterport,USA,CA,CA,9,True
Metry AB,SWE,,28,2,False
Mica Energies Corporation,USA,CA,CA,4,False
nexba,AUS,,2,1,False
Pantheon,USA,CA,CA,5,True
Pie Insurance,USA,DC,DC,3,True
Procarta Biosystems,GBR,,I9,6,False
Referanza,SWE,,26,4,False
Schola,USA,MA,MA,1,True
SYNQY Corporation,USA,CA,CA,3,False
Tasso,USA,WA,WA,9,False
The Not Company,CHL,,12,3,False
Trustpilot,DNK,,17,7,True
ubitricity,DEU,,16,3,False
Vezam!,LUX,,3,2,False
Vimba,NZL,,E7,3,False
Wade & Wendy,USA,NY,NY,4,False
WealthEngine,USA,MD,MD,5,True
Withlocals,NLD,,6,4,False
Zinier,USA,CA,CA,3,False
ARI Network Services,USA,WI,WI,2,False
AzurRx BioPharma,USA,NY,NY,3,False
BasicGov Systems,CAN,BC,BC,3,False
Beehive,ARE,,3,4,False
BookingPal,USA,CA,CA,5,False
CIVICO,COL,,34,4,False
ClaroNav,CAN,ON,ON,1,False
CoverUS,USA,NY,NY,2,False
Destácame,CHL,,12,4,False
Dtwave,CHN,,2,2,False
Emmes,USA,MD,MD,1,True
Escala Medical,ISR,,3,1,False
eSentire,CAN,ON,ON,5,True
FSport,SWE,,27,3,False
G:loot,SWE,,26,4,False
GOJEK,IDN,,4,9,True
Gozocabs (Gozo technologies Pvt Ltd),IND,,10,1,False
Halodoc,IDN,,4,2,False
iClick Interactive,HKG,,,2,False
International Vintage Watch Company IVWC,USA,CA,CA,3,False
Invento Robotics,IND,,19,1,True
Jupiter Intelligence,USA,CA,CA,3,False
KnowBe4,USA,FL,FL,4,False
Luminary Media,USA,NY,NY,2,True
MacuLogix,USA,PA,PA,6,False
Mocana,USA,CA,CA,10,True
Moka,CHN,,22,3,True
MoreSec,CHN,,2,2,False
Motherly,USA,CA,CA,2,True
MyEdu,USA,TX,TX,4,False
NextHealth Technologies,USA,CO,CO,4,False
NovaGo Therapeutics,CHE,,25,1,False
Pickr,GBR,,I9,2,False
Quint Group,USA,NY,NY,2,False
QuotaPath,USA,PA,PA,2,False
Racktop Systems,USA,MD,MD,2,True
Reworks,FIN,,13,1,False
Right Rice,USA,CA,CA,2,False
Scytale.io,USA,CA,CA,3,False
Shift Technology,FRA,,A8,6,True
SocialLadder,USA,PA,PA,2,True
SymphoPay,ROM,,10,2,False
Tagomi Systems,USA,NY,NY,2,False
Theraclion,FRA,,A8,2,True
VOI Technology,SWE,,26,3,True
Clinithink,GBR,,H9,3,False
I-LAPS,GBR,,H9,1,False
Mártogatós,HUN,,5,1,False
Vet-AI,GBR,,H3,3,False
Weeboon,THA,,40,2,False
Avionero,SWE,,27,4,False
IDenfy,LTU,,57,3,False
MoveGB,USA,CT,CT,5,False
Accelerace,DNK,,17,2,True
Acturis,GBR,,H9,2,False
Aingel Corp.,USA,CA,CA,3,False
BehaviorMe,USA,CA,CA,3,True
Boxspring Media,USA,CA,CA,3,True
Carts Guru,USA,CA,CA,4,False
CloudFB,CHN,,23,1,False
Davitt Prosperity Consultants,,,,1,False
Dignify Therapeutics,USA,NC,NC,5,True
Dogiz,ISR,,5,2,False
Foodetective,CHE,,7,3,True
Helbiz,USA,NY,NY,4,False
"Ikonopedia, Inc.",USA,TX,TX,4,True
Indiana University,USA,IN,IN,3,True
Jet Edge International,USA,CA,CA,1,False
Kuli Kuli,USA,CA,CA,4,True
Lapasar.com,MYS,,12,2,False
Lavelle Networks,IND,,19,4,False
monart,FRA,,A8,1,True
n'cloud.swiss AG,CHE,,1,1,False
Oculyze,DEU,,11,1,True
PingPong,CHN,,2,6,True
Precise Cardiology Limited,HKG,,,2,False
Primer,,,,1,True
reDock,CAN,ON,ON,2,False
Rentberry,USA,CA,CA,3,True
Silent Flyer,ISL,,10,7,False
SmartClean Technologies Pte Ltd,SGP,,,5,True
SpaceFill,FRA,,A8,1,False
Spark,USA,WA,WA,2,True
SPIDR Tech,USA,CA,CA,7,True
stratEDGE App,USA,TX,TX,6,True
SubStrata,ISR,,5,1,False
TailorMed,ISR,,2,2,False
Thirstie,USA,NY,NY,3,False
Unboundly,USA,CA,CA,2,True
Verbz,USA,CA,CA,1,False
VincuVentas,COL,,34,5,True
Widow Games,ARG,,7,7,False
Wootzano,GBR,,U8,12,False
YO-KAI EXPRESS Inc.,USA,CA,CA,5,False
Zomato,IND,,10,13,True
Aprea,SWE,,26,4,True
Aqrose Technology,CHN,,22,2,False
Ardoq,NOR,,12,2,False
BBOXX,GBR,,H9,11,False
Beam,USA,CA,CA,4,True
Beanfields,USA,CA,CA,3,True
BlinkLabs,CHE,,25,2,False
b-rayZ,CHE,,25,1,True
Celitech Inc.,USA,CA,CA,4,False
Ceros,USA,NY,NY,4,False
Chehaoduo,CHN,,22,7,True
ClassDojo,USA,CA,CA,4,True
Cloud Elements,USA,CO,CO,6,False
CompPair,CHE,,23,1,False
Contrast Security,USA,CA,CA,4,True
Danke Apartment,CHN,,22,5,False
Datical,USA,TX,TX,8,True
Grofers,IND,,10,7,False
Hi-D Imaging,CHE,,25,1,True
Hortau,USA,CA,CA,7,False
HyperLinq,USA,NJ,NJ,1,False
Internxt,ESP,,60,2,False
Invasight,CHE,,25,1,False
ITutorGroup,TWN,,3,4,False
Jacana,GBR,,H9,1,True
Mayku,GBR,,H9,4,False
Maze Therapeutics,USA,CA,CA,1,False
Medallia,USA,CA,CA,6,True
Mintigo,USA,CA,CA,6,True
Mirakl,FRA,,A8,3,True
Montra Solutions,USA,GA,GA,1,False
Odaseva,USA,CA,CA,2,False
Oxara,CHE,,25,1,False
P97 Networks,USA,TX,TX,4,False
Questo |,ROM,,10,2,False
Real Time Medical Systems,USA,PA,PA,2,False
Rightway Healthcare,USA,NY,NY,2,False
RistCall,USA,PA,PA,4,False
RoomPriceGenie,CHE,,24,1,False
Sevensense Robotics,CHE,,25,2,False
Seyu Solutions Kft.,HUN,,5,2,False
Socure,USA,NY,NY,7,True
StemoniX,USA,MN,MN,6,False
SwissSource,CHE,,23,1,True
VALR,ZAF,,,1,False
Wooclap,BEL,,11,3,False
Zum,USA,CA,CA,4,True
Aerobotics,ZAF,,,5,False
Agilis Systems,USA,MO,MO,2,False
Anitian,USA,OR,OR,3,True
Assure Hedge,IRL,,7,7,True
Axial Biotherapeutics,USA,MA,MA,2,False
BANDIER,USA,NY,NY,6,True
Bulbul Apps,USA,TX,TX,2,False
By Miles,GBR,,H9,4,False
Cequence Security,USA,CA,CA,4,False
Civitas Learning,USA,TX,TX,5,True
DocDoc,SGP,,,3,True
Dozr,CAN,ON,ON,3,True
Eden Health,USA,NY,NY,2,False
Figure,USA,CA,CA,2,True
Flashfood,CAN,ON,ON,2,False
Future Sight AR,USA,TX,TX,1,True
GetYourGuide,DEU,,16,7,True
Horizon Robotics,CHN,,22,3,True
Hound Labs,USA,CA,CA,2,True
InDebted,AUS,,2,2,False
Instawork,USA,CA,CA,2,True
Ionic Security,USA,GA,GA,8,True
Jobcase,USA,MA,MA,4,False
JuiceInnov8,THA,,40,5,False
LAUNCH KIDS,USA,NY,NY,2,False
Lund University,SWE,,27,1,False
madeforgoods,CHN,,23,1,False
Medius Health,AUS,,2,2,True
NanoViricides,USA,CT,CT,7,True
Nivaura,GBR,,H9,5,False
Obsidian Security,USA,CA,CA,2,True
Oovvuu,AUS,,2,2,False
Open Mind Innovation - neurotechs,FRA,,A8,6,False
Panasas,USA,CA,CA,9,True
PlayBrain,JPN,,40,1,False
Presto,USA,CA,CA,1,False
Qingtuanshe,CHN,,2,2,False
RegeneRx,USA,MD,MD,6,False
Remix,USA,CA,CA,3,True
"SpyCloud, Inc.",USA,TX,TX,3,False
Terra,SGP,,,3,False
Threads,,,,1,False
ThriveMap,GBR,,C8,2,False
ThunderCore,USA,CA,CA,4,False
Adrich,USA,PA,PA,6,True
Arkis BioSciences,USA,TN,TN,7,False
Aspectiva,ISR,,5,4,False
Bishop Fox,USA,AZ,AZ,1,True
Botify,USA,NY,NY,2,True
Breathe Life,CAN,QC,QC,1,True
BuyWith,,,,1,False
Carleton College,USA,MN,MN,1,True
Carpe Diem Solutions,ISR,,5,1,False
Case Western Reserve University,USA,OH,OH,8,True
CloudSek,IND,,19,2,False
Coterie,,,,1,True
DueDil,GBR,,H9,10,True
Elsa,USA,CA,CA,7,True
EnTouch Controls,USA,TX,TX,8,False
Fingerlix,IND,,16,5,False
Fuse.It,USA,CA,CA,1,True
G2 Esports,DEU,,16,2,False
GoExpedi,,,,2,False
good culture,USA,CA,CA,4,False
Hookipa Pharma,AUT,,9,6,False
HVR,USA,CA,CA,1,False
i2x,DEU,,16,2,False
iUNU,USA,WA,WA,2,False
jumper.ai,SGP,,,3,True
Kryon Systems,USA,NY,NY,3,False
Landit,USA,NY,NY,3,True
Lightmatter,USA,MA,MA,2,False
Lightstream,USA,IL,IL,3,True
MEL Science,,,,5,False
MobieTrain,BEL,,1,2,True
